deltat,IMU1,IMU2
1655373691.3171597,
1655373691.3351595,0.13, 5.14,5.14
1655373691.3507135,0.01, 5.14,5.14
1655373691.370657,0.01, 5.14,5.14
1655373691.3893645,0.01, 5.14,5.14
1655373691.4048002,0.01, 5.14,5.14
1655373691.423706,0.01, 5.14,5.14
1655373691.441845,0.01, 5.14,5.14
1655373691.4572601,0.01, 5.14,5.14
1655373691.4764702,0.01, 5.14,5.14
1655373691.4957194,0.01, 5.14,5.14
1655373691.511011,0.01, 5.14,5.14
1655373691.5299659,0.01, 5.14,5.14
1655373691.5484388,0.01, 5.14,5.14
1655373691.5637276,0.13, 5.14,5.14
1655373691.583176,0.01, 5.14,5.14
1655373691.6018445,0.01, 5.14,5.14
1655373691.6174865,0.01, 5.14,5.14
1655373691.6364002,0.01, 5.14,5.14
1655373691.654667,0.01, 5.14,5.14
1655373691.670156,0.01, 5.14,5.14
1655373691.6898935,0.01, 5.14,5.14
1655373691.7082207,0.01, 5.14,5.14
1655373691.723297,0.01, 5.14,5.14
1655373691.743344,0.01, 5.14,5.14
1655373691.7613363,0.01, 5.14,5.14
1655373691.777035,0.01, 5.14,5.14
1655373691.7957175,0.13, 5.14,5.14
1655373691.8141584,0.01, 5.14,5.14
1655373691.8301857,0.01, 5.14,5.14
1655373691.8496606,0.01, 5.14,5.14
1655373691.8671515,0.01, 5.14,5.14
1655373691.88299,0.01, 5.14,5.14
1655373691.9012148,0.01, 5.14,5.14
1655373691.9206684,0.01, 5.14,5.14
1655373691.9360251,0.01, 5.14,5.14
1655373691.9559195,0.01, 5.14,5.14
1655373691.9738522,0.01, 5.14,5.14
1655373691.9892278,0.01, 5.14,5.14
1655373692.007836,0.13, 5.14,5.14
1655373692.0267105,0.01, 5.14,5.14
1655373692.0415697,0.01, 5.14,5.14
1655373692.0609438,0.01, 5.14,5.14
1655373692.0802197,0.01, 5.14,5.14
1655373692.0956306,0.01, 5.14,5.14
1655373692.1144001,0.01, 5.14,5.14
1655373692.1318953,0.01, 5.14,5.14
1655373692.149825,0.01, 5.14,5.14
1655373692.1669965,0.01, 5.14,5.14
1655373692.1863232,0.01, 5.14,5.14
1655373692.2031524,0.01, 5.14,5.14
1655373692.2210405,0.01, 5.14,5.14
1655373692.2395525,0.13, 5.14,5.14
1655373692.2560687,0.01, 5.14,5.14
1655373692.2740586,0.01, 5.14,5.14
1655373692.2921665,0.01, 5.14,5.14
1655373692.3082638,0.01, 5.14,5.14
1655373692.3261056,0.01, 5.14,5.14
1655373692.3470025,0.01, 5.14,5.14
1655373692.3612497,0.01, 5.14,5.14
1655373692.3805037,0.01, 5.14,5.14
1655373692.3987947,0.01, 5.14,5.14
1655373692.4150262,0.01, 5.14,5.14
1655373692.4328623,0.01, 5.14,5.14
1655373692.4513142,0.13, 5.14,5.14
1655373692.468443,0.01, 5.14,5.14
1655373692.486243,0.01, 5.14,5.14
1655373692.5051076,0.01, 5.14,5.14
1655373692.5208406,0.01, 5.14,5.14
1655373692.5387912,0.01, 5.14,5.14
1655373692.5579734,0.01, 5.14,5.14
1655373692.57317,0.01, 5.14,5.14
1655373692.5941975,0.01, 5.14,5.14
1655373692.6108937,0.01, 5.14,5.14
1655373692.6267054,0.01, 5.14,5.14
1655373692.644765,0.01, 5.14,5.14
1655373692.6644933,0.01, 5.14,5.14
1655373692.6815581,0.13, 5.14,5.14
1655373692.6996188,0.01, 5.14,5.14
1655373692.718137,0.01, 5.13,5.13
1655373692.7327816,0.01, 5.13,5.13
1655373692.7528582,0.01, 5.13,5.13
1655373692.770172,0.01, 5.13,5.13
1655373692.7873662,0.01, 5.13,5.13
1655373692.8059568,0.01, 5.13,5.13
1655373692.8245142,0.01, 5.13,5.13
1655373692.840411,0.01, 5.13,5.13
1655373692.8583927,0.01, 5.13,5.13
1655373692.8760517,0.01, 5.13,5.13
1655373692.8922687,0.01, 5.13,5.13
1655373692.9113882,0.13, 5.13,5.13
1655373692.9300857,0.01, 5.13,5.13
1655373692.946396,0.01, 5.13,5.13
1655373692.9642484,0.01, 5.13,5.13
1655373692.982351,0.01, 5.13,5.13
1655373692.9984493,0.01, 5.13,5.13
1655373693.018359,0.01, 5.13,5.13
1655373693.03572,0.01, 5.13,5.13
1655373693.0520518,0.01, 5.13,5.13
1655373693.0722766,0.01, 5.13,5.13
1655373693.0909472,0.01, 5.13,5.13
1655373693.1050577,0.01, 5.13,5.13
1655373693.1232712,0.13, 5.13,5.13
1655373693.1420407,0.01, 5.13,5.13
1655373693.1579626,0.01, 5.13,5.13
1655373693.176512,0.01, 5.13,5.13
1655373693.1958473,0.01, 5.13,5.13
1655373693.2108898,0.01, 5.13,5.13
1655373693.230876,0.01, 5.13,5.13
1655373693.2486584,0.01, 5.13,5.13
1655373693.2644603,0.01, 5.13,5.13
1655373693.2840931,0.01, 5.13,5.13
1655373693.3019338,0.01, 5.13,5.13
1655373693.3183784,0.01, 5.13,5.13
1655373693.33727,0.01, 5.13,5.13
1655373693.3559964,0.13, 5.13,5.13
1655373693.3714075,0.01, 5.13,5.13
1655373693.388833,0.01, 5.13,5.13
1655373693.4076416,0.01, 5.13,5.13
1655373693.42478,0.01, 5.13,5.13
1655373693.442247,0.01, 5.13,5.13
1655373693.4610398,0.01, 5.13,5.13
1655373693.4777925,0.01, 5.13,5.13
1655373693.4961386,0.01, 5.13,5.13
1655373693.5137691,0.01, 5.13,5.13
1655373693.5309024,0.01, 5.13,5.13
1655373693.5476453,0.01, 5.13,5.13
1655373693.56692,0.13, 5.13,5.13
1655373693.5833042,0.01, 5.13,5.13
1655373693.6020522,0.01, 5.13,5.13
1655373693.6202524,0.01, 5.13,5.13
1655373693.6377375,0.01, 5.13,5.13
1655373693.654542,0.01, 5.13,5.13
1655373693.6750395,0.01, 5.13,5.13
1655373693.6894338,0.01, 5.13,5.13
1655373693.7079375,0.01, 5.13,5.13
1655373693.7281952,0.01, 5.13,5.13
1655373693.7419977,0.01, 5.13,5.13
1655373693.760686,0.01, 5.13,5.13
1655373693.7808895,0.01, 5.13,5.13
1655373693.7953117,0.13, 5.13,5.13
1655373693.8145175,0.01, 5.13,5.13
1655373693.8341339,0.01, 5.13,5.13
1655373693.8497298,0.01, 5.13,5.13
1655373693.8681576,0.01, 5.13,5.13
1655373693.885808,0.01, 5.13,5.13
1655373693.9028132,0.01, 5.13,5.13
1655373693.9206998,0.01, 5.13,5.13
1655373693.9391525,0.01, 5.13,5.13
1655373693.9550157,0.01, 5.13,5.13
1655373693.9737759,0.01, 5.13,5.13
1655373693.9919558,0.01, 5.13,5.13
1655373694.0083401,0.01, 5.13,5.13
1655373694.0277631,0.13, 5.13,5.13
1655373694.0451765,0.01, 5.13,5.13
1655373694.0613222,0.01, 5.13,5.13
1655373694.0795617,0.01, 5.13,5.13
1655373694.0976458,0.01, 5.13,5.13
1655373694.1136296,0.01, 5.13,5.13
1655373694.132583,0.01, 5.13,5.13
1655373694.1515088,0.01, 5.13,5.13
1655373694.166665,0.01, 5.13,5.13
1655373694.1855068,0.01, 5.13,5.13
1655373694.2045882,0.01, 5.13,5.13
1655373694.2198699,0.01, 5.13,5.13
1655373694.2385576,0.13, 5.13,5.13
1655373694.2576926,0.01, 5.13,5.13
1655373694.2735677,0.01, 5.13,5.13
1655373694.2921226,0.01, 5.13,5.13
1655373694.3110957,0.01, 5.13,5.13
1655373694.3263795,0.01, 5.13,5.13
1655373694.3452492,0.01, 5.13,5.13
1655373694.3638754,0.01, 5.13,5.13
1655373694.3796368,0.01, 5.13,5.13
1655373694.3985012,0.01, 5.13,5.13
1655373694.4169338,0.01, 5.13,5.13
1655373694.4347367,0.01, 5.13,5.13
1655373694.451323,0.01, 5.13,5.13
1655373694.4705985,0.13, 5.13,5.13
1655373694.485814,0.01, 5.13,5.13
1655373694.5038278,0.01, 5.13,5.13
1655373694.5237474,0.01, 5.13,5.13
1655373694.5393007,0.01, 5.13,5.13
1655373694.5580406,0.01, 5.13,5.13
1655373694.5763214,0.01, 5.13,5.13
1655373694.5929422,0.01, 5.13,5.13
1655373694.6121018,0.01, 5.13,5.13
1655373694.6299758,0.01, 5.13,5.13
1655373694.6458151,0.01, 5.13,5.13
1655373694.6640582,0.01, 5.13,5.13
1655373694.6829073,0.01, 5.13,5.13
1655373694.699273,0.13, 5.12,5.12
1655373694.7183244,0.01, 5.12,5.12
1655373694.7362204,0.01, 5.12,5.12
1655373694.7516875,0.01, 5.12,5.12
1655373694.7703054,0.01, 5.12,5.12
1655373694.7898204,0.01, 5.12,5.12
1655373694.8041787,0.01, 5.12,5.12
1655373694.8232355,0.01, 5.12,5.12
1655373694.8421679,0.01, 5.12,5.12
1655373694.857828,0.01, 5.12,5.12
1655373694.8758996,0.01, 5.12,5.12
1655373694.8948598,0.01, 5.12,5.12
1655373694.911334,0.13, 5.12,5.12
1655373694.9303682,0.01, 5.12,5.12
1655373694.9487307,0.01, 5.12,5.12
1655373694.9640548,0.01, 5.12,5.12
1655373694.9831748,0.01, 5.12,5.12
1655373695.0021763,0.01, 5.12,5.12
1655373695.0176952,0.01, 5.12,5.12
1655373695.03541,0.01, 5.12,5.12
1655373695.0549586,0.01, 5.12,5.12
1655373695.0713038,0.01, 5.12,5.12
1655373695.090094,0.01, 5.12,5.12
1655373695.1077309,0.01, 5.12,5.12
1655373695.123981,0.01, 5.12,5.12
1655373695.1424692,0.13, 5.12,5.12
1655373695.1600602,0.01, 5.12,5.12
1655373695.1766963,0.01, 5.12,5.12
1655373695.1946952,0.01, 5.12,5.12
1655373695.2134664,0.01, 5.12,5.12
1655373695.2293067,0.01, 5.12,5.12
1655373695.2486105,0.01, 5.12,5.12
1655373695.269106,0.01, 5.12,5.12
1655373695.2824094,0.01, 5.12,5.12
1655373695.3015003,0.01, 5.12,5.12
1655373695.3197477,0.01, 5.12,5.12
1655373695.335877,0.01, 5.12,5.12
1655373695.3544216,0.01, 5.12,5.12
1655373695.3734062,0.13, 5.12,5.12
1655373695.3883488,0.01, 5.12,5.12
1655373695.4077492,0.01, 5.12,5.12
1655373695.4261777,0.01, 5.12,5.12
1655373695.4422073,0.01, 5.12,5.12
1655373695.4605913,0.01, 5.12,5.12
1655373695.4790387,0.01, 5.12,5.12
1655373695.4951923,0.01, 5.12,5.12
1655373695.5138361,0.01, 5.12,5.12
1655373695.5320995,0.01, 5.12,5.12
1655373695.5505474,0.01, 5.12,5.12
1655373695.566627,0.01, 5.12,5.12
1655373695.5852823,0.13, 5.12,5.12
1655373695.6010273,0.01, 5.12,5.12
1655373695.6201966,0.01, 5.12,5.12
1655373695.6390166,0.01, 5.12,5.12
1655373695.6547394,0.01, 5.12,5.12
1655373695.6729643,0.01, 5.12,5.12
1655373695.6912684,0.01, 5.12,5.12
1655373695.7082462,0.01, 5.12,5.12
1655373695.7268708,0.01, 5.12,5.12
1655373695.7473283,0.01, 5.12,5.12
1655373695.760897,0.01, 5.12,5.12
1655373695.7797425,0.01, 5.12,5.12
1655373695.7982438,0.01, 5.12,5.12
1655373695.814368,0.13, 5.12,5.12
1655373695.8329182,0.01, 5.12,5.12
1655373695.8511977,0.01, 5.12,5.12
1655373695.8675556,0.01, 5.12,5.12
1655373695.8871849,0.01, 5.12,5.12
1655373695.9059505,0.01, 5.12,5.12
1655373695.921207,0.01, 5.12,5.12
1655373695.9393063,0.01, 5.12,5.12
1655373695.9584548,0.01, 5.12,5.12
1655373695.9733722,0.01, 5.12,5.12
1655373695.9935398,0.01, 5.12,5.12
1655373696.0119848,0.01, 5.12,5.12
1655373696.0277896,0.13, 5.12,5.12
