deltat,IMU1,IMU2
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.13,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.13,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.01,5.26,5.26
0.13,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.13,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.13,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.13,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.13,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.13,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.13,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.13,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.13,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.01,5.25,5.25
0.13,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.13,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.13,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.13,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.13,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.13,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.13,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.13,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.01,5.24,5.24
0.13,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.13,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.13,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.13,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.13,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.13,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.13,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.13,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.01,5.23,5.23
0.13,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.13,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.13,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.13,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.13,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.13,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.13,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.13,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.13,5.22,5.22
0.01,5.22,5.22
0.01,5.22,5.22
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.13,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.13,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.13,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.13,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.13,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.13,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.13,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.13,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.01,5.21,5.21
0.13,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.13,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.13,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.13,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.13,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.13,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.13,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.13,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.20,5.20
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.13,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.13,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.13,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.13,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.13,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.13,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.13,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.13,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.13,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.19,5.19
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.13,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.13,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.13,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.13,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.13,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.13,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.13,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.13,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.01,5.18,5.18
0.13,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.13,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.13,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.13,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.13,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.13,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.13,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.13,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.01,5.17,5.17
0.13,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.13,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.13,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.13,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.13,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.01,5.16,5.16
0.13,5.16,5.16
