t,x_center,y_center,x_offset,y_offset
2.395024E1,-4.767160E-2,-2.964450E-2,-3.450743E-2,-9.916869E-2
2.398341E1,-4.768375E-2,-2.963980E-2,-3.450743E-2,-9.916869E-2
2.401658E1,-4.767133E-2,-2.967133E-2,-3.451028E-2,-9.917068E-2
2.404975E1,-4.768554E-2,-2.965663E-2,-3.450981E-2,-9.917243E-2
2.408293E1,-4.769530E-2,-2.964723E-2,-3.450977E-2,-9.917303E-2
2.411610E1,-4.770300E-2,-2.964197E-2,-3.450975E-2,-9.917359E-2
2.414927E1,-4.768336E-2,-2.964073E-2,-3.451236E-2,-9.917344E-2
2.418244E1,-4.769353E-2,-2.963852E-2,-3.451176E-2,-9.917417E-2
2.421562E1,-4.769532E-2,-2.964690E-2,-3.451120E-2,-9.917545E-2
2.424879E1,-4.770952E-2,-2.964343E-2,-3.451139E-2,-9.918964E-2
2.428196E1,-4.771037E-2,-2.964217E-2,-3.451059E-2,-9.918853E-2
2.431513E1,-4.771160E-2,-2.964143E-2,-3.451026E-2,-9.918924E-2
2.434830E1,-4.775411E-2,-2.961404E-2,-3.451002E-2,-9.918878E-2
2.438148E1,-4.778957E-2,-2.821136E-2,-3.464290E-2,-9.779885E-2
2.441465E1,-4.781796E-2,-2.501790E-2,-3.459218E-2,-9.454346E-2
2.444782E1,-4.779766E-2,-2.116587E-2,-3.460742E-2,-9.099941E-2
2.448099E1,-4.759031E-2,-1.760896E-2,-3.457734E-2,-8.715261E-2
2.451416E1,-4.781463E-2,-1.299622E-2,-3.467065E-2,-8.266073E-2
2.454734E1,-4.752844E-2,-8.483123E-3,-3.450246E-2,-7.786395E-2
2.458051E1,-4.750934E-2,-3.979277E-3,-3.451537E-2,-7.348913E-2
2.461368E1,-4.748713E-2,6.761783E-4,-3.448280E-2,-6.881182E-2
2.464685E1,-4.752249E-2,5.354032E-3,-3.453840E-2,-6.427308E-2
2.468002E1,-4.729137E-2,1.024958E-2,-3.452338E-2,-5.930386E-2
2.471320E1,-4.748482E-2,1.532457E-2,-3.533970E-2,-5.423636E-2
2.474637E1,-4.722557E-2,2.014563E-2,-3.530323E-2,-4.960537E-2
2.477954E1,-4.749955E-2,2.493161E-2,-3.545478E-2,-4.490223E-2
2.481271E1,-4.716962E-2,2.972536E-2,-3.539465E-2,-4.016792E-2
2.484588E1,-4.738620E-2,3.466340E-2,-3.546446E-2,-3.556245E-2
2.487906E1,-4.720110E-2,3.953631E-2,-3.540629E-2,-3.079372E-2
2.491223E1,-4.725022E-2,4.448720E-2,-3.539942E-2,-2.592697E-2
2.494540E1,-4.700568E-2,4.918607E-2,-3.537054E-2,-2.153940E-2
2.497857E1,-4.708206E-2,5.383208E-2,-3.533055E-2,-1.664500E-2
2.501175E1,-4.688465E-2,5.834124E-2,-3.528641E-2,-1.222983E-2
2.504492E1,-4.701213E-2,6.305154E-2,-3.526826E-2,-7.329748E-3
2.507809E1,-4.679522E-2,6.778351E-2,-3.523565E-2,-2.219348E-3
2.511126E1,-4.688665E-2,7.278446E-2,-3.523068E-2,2.337264E-3
2.514443E1,-4.684512E-2,7.783858E-2,-3.516623E-2,7.076612E-3
2.517761E1,-4.692635E-2,8.275269E-2,-3.509414E-2,1.199934E-2
2.521078E1,-4.667360E-2,8.753900E-2,-3.507291E-2,1.652972E-2
2.524395E1,-4.672203E-2,9.235968E-2,-3.503180E-2,2.171835E-2
2.527712E1,-4.653703E-2,9.754640E-2,-3.499631E-2,2.654118E-2
2.531029E1,-4.645142E-2,1.023524E-1,-3.490373E-2,3.147164E-2
2.534347E1,-4.674870E-2,1.075072E-1,-3.486893E-2,3.614313E-2
2.537664E1,-4.682097E-2,1.126495E-1,-3.481415E-2,4.097865E-2
2.540981E1,-4.648780E-2,1.172490E-1,-3.473566E-2,4.555165E-2
2.544298E1,-4.662813E-2,1.220424E-1,-3.473486E-2,5.055143E-2
2.547615E1,-4.644041E-2,1.264208E-1,-3.465233E-2,5.533111E-2
2.550933E1,-4.621323E-2,1.311214E-1,-3.456769E-2,6.013892E-2
2.554250E1,-4.621475E-2,1.363008E-1,-3.456529E-2,6.470164E-2
2.557567E1,-4.608667E-2,1.414708E-1,-3.454197E-2,6.968570E-2
2.560884E1,-4.631420E-2,1.463555E-1,-3.454520E-2,7.443869E-2
2.564201E1,-4.607407E-2,1.507261E-1,-3.367677E-2,7.943751E-2
2.567519E1,-4.595273E-2,1.558417E-1,-3.364194E-2,8.423197E-2
2.570836E1,-4.531236E-2,1.607457E-1,-3.353702E-2,8.925470E-2
2.574153E1,-4.526743E-2,1.654952E-1,-3.347838E-2,9.364536E-2
2.577470E1,-4.505057E-2,1.701154E-1,-3.327752E-2,9.864083E-2
2.580787E1,-4.500804E-2,1.747077E-1,-3.322970E-2,1.028639E-1
2.584105E1,-4.491984E-2,1.792789E-1,-3.322585E-2,1.078294E-1
2.587422E1,-4.488601E-2,1.841366E-1,-3.315050E-2,1.129922E-1
2.590739E1,-4.465029E-2,1.889222E-1,-3.308116E-2,1.170929E-1
2.594056E1,-4.458351E-2,1.938447E-1,-3.308831E-2,1.220467E-1
2.597374E1,-4.452512E-2,1.987732E-1,-3.303537E-2,1.267179E-1
2.600691E1,-4.447326E-2,2.036057E-1,-3.299329E-2,1.315036E-1
2.604008E1,-4.461067E-2,2.084782E-1,-3.299060E-2,1.365067E-1
2.607325E1,-4.443349E-2,2.134899E-1,-3.295561E-2,1.417031E-1
2.610642E1,-4.441100E-2,2.194243E-1,-3.293375E-2,1.464603E-1
2.613960E1,-4.434059E-2,2.234025E-1,-3.217846E-2,1.512295E-1
2.617277E1,-4.420175E-2,2.286678E-1,-3.210374E-2,1.561534E-1
2.620594E1,-4.408699E-2,2.340215E-1,-3.199020E-2,1.607690E-1
2.623911E1,-4.373848E-2,2.383489E-1,-3.193489E-2,1.657231E-1
2.627228E1,-4.359199E-2,2.432313E-1,-3.193142E-2,1.705585E-1
2.630546E1,-4.317107E-2,2.484959E-1,-3.192585E-2,1.753388E-1
2.633863E1,-4.323350E-2,2.537177E-1,-3.178826E-2,1.801563E-1
2.637180E1,-4.296252E-2,2.580836E-1,-3.170596E-2,1.853646E-1
2.640497E1,-4.290001E-2,2.629943E-1,-3.172432E-2,1.899575E-1
2.643814E1,-4.274004E-2,2.679166E-1,-3.164336E-2,1.948213E-1
2.647132E1,-4.269467E-2,2.725151E-1,-3.166328E-2,1.995179E-1
2.650449E1,-4.216069E-2,2.773981E-1,-3.151033E-2,2.044539E-1
2.653766E1,-4.207683E-2,2.821855E-1,-3.149598E-2,2.089974E-1
2.657083E1,-4.184311E-2,2.869232E-1,-3.069980E-2,2.137360E-1
2.660400E1,-4.179129E-2,2.914981E-1,-3.129065E-2,2.183808E-1
2.663718E1,-4.142594E-2,2.966228E-1,-3.065312E-2,2.231644E-1
2.667035E1,-4.138826E-2,3.013535E-1,-3.048547E-2,2.283825E-1
2.670352E1,-4.096736E-2,3.062586E-1,-3.049468E-2,2.327362E-1
2.673669E1,-4.100679E-2,3.112402E-1,-3.036796E-2,2.374607E-1
2.676987E1,-4.088164E-2,3.157319E-1,-3.024225E-2,2.422972E-1
2.680304E1,-4.066577E-2,3.206737E-1,-3.001171E-2,2.470570E-1
2.683621E1,-4.037276E-2,3.256860E-1,-3.013490E-2,2.522799E-1
2.686938E1,-4.041510E-2,3.305008E-1,-2.983476E-2,2.573009E-1
2.690255E1,-4.010982E-2,3.353298E-1,-2.928552E-2,2.619341E-1
2.693573E1,-4.003816E-2,3.404748E-1,-2.895487E-2,2.668462E-1
2.696890E1,-3.948136E-2,3.458403E-1,-2.900972E-2,2.718127E-1
2.700207E1,-3.914839E-2,3.503193E-1,-2.881292E-2,2.767063E-1
2.703524E1,-3.930092E-2,3.553317E-1,-2.853632E-2,2.816526E-1
2.706841E1,-3.895281E-2,3.601244E-1,-2.806017E-2,2.859642E-1
2.710159E1,-3.899977E-2,3.640410E-1,-2.789760E-2,2.897435E-1
2.713476E1,-3.878259E-2,3.675483E-1,-2.781849E-2,2.936605E-1
2.716793E1,-3.858988E-2,3.713735E-1,-2.766658E-2,2.974606E-1
2.720110E1,-3.896008E-2,3.748776E-1,-2.764448E-2,3.009065E-1
2.723427E1,-3.875285E-2,3.780122E-1,-2.749081E-2,3.042152E-1
2.726745E1,-3.878786E-2,3.804016E-1,-2.745162E-2,3.065741E-1
2.730062E1,-3.858245E-2,3.825795E-1,-2.739835E-2,3.088011E-1
2.733379E1,-3.852508E-2,3.849600E-1,-2.672894E-2,3.111096E-1
2.736696E1,-3.810638E-2,3.866920E-1,-2.638136E-2,3.128484E-1
2.740013E1,-3.811542E-2,3.869908E-1,-2.551610E-2,3.128953E-1
2.743331E1,-3.780400E-2,3.871527E-1,-2.507860E-2,3.133623E-1
2.746648E1,-3.779687E-2,3.871881E-1,-2.420787E-2,3.138006E-1
2.749965E1,-3.778198E-2,3.874733E-1,-2.365489E-2,3.138352E-1
2.753282E1,-3.795696E-2,3.881617E-1,-2.412318E-2,3.143018E-1
2.756599E1,-3.811620E-2,3.883933E-1,-2.494358E-2,3.147576E-1
2.759917E1,-3.801298E-2,3.884389E-1,-2.642058E-2,3.147056E-1
2.763234E1,-3.814196E-2,3.893868E-1,-2.780237E-2,3.149893E-1
2.766551E1,-3.829452E-2,3.895937E-1,-2.796350E-2,3.151318E-1
2.769868E1,-3.801772E-2,3.897944E-1,-2.737575E-2,3.154438E-1
2.773186E1,-3.798065E-2,3.900993E-1,-2.608407E-2,3.157737E-1
2.776503E1,-3.796971E-2,3.899171E-1,-2.431136E-2,3.157734E-1
2.779820E1,-3.784327E-2,3.898016E-1,-2.278545E-2,3.163381E-1
2.783137E1,-3.783821E-2,3.904665E-1,-2.285511E-2,3.167709E-1
2.786454E1,-3.788000E-2,3.906160E-1,-2.420945E-2,3.167929E-1
2.789772E1,-3.799833E-2,3.911014E-1,-2.577502E-2,3.169922E-1
2.793089E1,-3.854194E-2,3.916699E-1,-2.738928E-2,3.175206E-1
2.796406E1,-3.834608E-2,3.918532E-1,-2.842488E-2,3.172471E-1
2.799723E1,-3.861734E-2,3.917946E-1,-2.726170E-2,3.172065E-1
2.803040E1,-3.835585E-2,3.919225E-1,-2.615144E-2,3.173065E-1
2.806358E1,-3.799335E-2,3.916099E-1,-2.431744E-2,3.172332E-1
2.809675E1,-3.801879E-2,3.916197E-1,-2.264360E-2,3.171730E-1
2.812992E1,-3.806129E-2,3.916123E-1,-2.262760E-2,3.172255E-1
2.816309E1,-3.815457E-2,3.911947E-1,-2.425653E-2,3.173749E-1
2.819626E1,-3.791686E-2,3.914584E-1,-2.552090E-2,3.171892E-1
2.822944E1,-3.839537E-2,3.915133E-1,-2.748861E-2,3.173069E-1
2.826261E1,-3.838943E-2,3.915776E-1,-2.894794E-2,3.171823E-1
2.829578E1,-3.842276E-2,3.919407E-1,-2.795940E-2,3.169662E-1
2.832895E1,-3.816049E-2,3.917542E-1,-2.651735E-2,3.171075E-1
2.836212E1,-3.794149E-2,3.912687E-1,-2.442573E-2,3.170626E-1
2.839530E1,-3.792268E-2,3.910738E-1,-2.208399E-2,3.172045E-1
2.842847E1,-3.775492E-2,3.910399E-1,-2.176978E-2,3.174020E-1
2.846164E1,-3.800870E-2,3.913844E-1,-2.330215E-2,3.173866E-1
2.849481E1,-3.793638E-2,3.914075E-1,-2.486012E-2,3.173519E-1
2.852799E1,-3.798236E-2,3.914096E-1,-2.666889E-2,3.172083E-1
2.856116E1,-3.822594E-2,3.918712E-1,-2.875483E-2,3.172900E-1
2.859433E1,-3.824435E-2,3.917338E-1,-2.846778E-2,3.173064E-1
2.862750E1,-3.801703E-2,3.917597E-1,-2.634746E-2,3.174073E-1
2.866067E1,-3.781402E-2,3.915838E-1,-2.445814E-2,3.172670E-1
2.869385E1,-3.798000E-2,3.914391E-1,-2.195509E-2,3.174575E-1
2.872702E1,-3.819721E-2,3.911916E-1,-2.090028E-2,3.175475E-1
2.876019E1,-3.818406E-2,3.915049E-1,-2.210660E-2,3.175291E-1
2.879336E1,-3.828215E-2,3.918014E-1,-2.376704E-2,3.173891E-1
2.882653E1,-3.839051E-2,3.918793E-1,-2.596765E-2,3.173895E-1
2.885971E1,-3.848321E-2,3.917444E-1,-2.791325E-2,3.172351E-1
2.889288E1,-3.845237E-2,3.913408E-1,-2.793251E-2,3.168251E-1
2.892605E1,-3.829235E-2,3.919764E-1,-2.599330E-2,3.172803E-1
2.895922E1,-3.826147E-2,3.920222E-1,-2.431314E-2,3.173758E-1
2.899239E1,-3.815216E-2,3.918374E-1,-2.205059E-2,3.174631E-1
2.902557E1,-3.808561E-2,3.917076E-1,-2.074763E-2,3.176753E-1
2.905874E1,-3.792261E-2,3.913297E-1,-2.193084E-2,3.175513E-1
2.909191E1,-3.811029E-2,3.915009E-1,-2.368888E-2,3.174144E-1
2.912508E1,-3.826214E-2,3.916906E-1,-2.554111E-2,3.172888E-1
2.915825E1,-3.824503E-2,3.919341E-1,-2.768078E-2,3.172122E-1
2.919143E1,-3.816008E-2,3.917659E-1,-2.795580E-2,3.168890E-1
2.922460E1,-3.820896E-2,3.916673E-1,-2.749285E-2,3.170409E-1
2.925777E1,-3.821423E-2,3.916797E-1,-2.752569E-2,3.170698E-1
2.929094E1,-3.819424E-2,3.916410E-1,-2.753991E-2,3.170716E-1
2.932412E1,-3.822175E-2,3.916242E-1,-2.754656E-2,3.170829E-1
2.935729E1,-3.823926E-2,3.916231E-1,-2.755505E-2,3.170884E-1
2.939046E1,-3.819465E-2,3.916020E-1,-2.756105E-2,3.170956E-1
2.942363E1,-3.814527E-2,3.916556E-1,-2.765927E-2,3.170603E-1
2.945680E1,-3.814926E-2,3.916387E-1,-2.763870E-2,3.170609E-1
2.948998E1,-3.818882E-2,3.915994E-1,-2.763025E-2,3.170659E-1
2.952315E1,-3.818848E-2,3.915948E-1,-2.762406E-2,3.170725E-1
2.955632E1,-3.819010E-2,3.915833E-1,-2.762085E-2,3.170742E-1
2.958949E1,-3.819213E-2,3.915854E-1,-2.762021E-2,3.170731E-1
2.962266E1,-3.819965E-2,3.915818E-1,-2.762021E-2,3.170731E-1
2.965584E1,-3.819947E-2,3.915828E-1,-2.762021E-2,3.170731E-1
2.968901E1,-3.824145E-2,3.915717E-1,-2.765300E-2,3.170889E-1
2.972218E1,-3.816764E-2,3.914356E-1,-2.764631E-2,3.170875E-1
2.975535E1,-3.836156E-2,3.922368E-1,-2.765513E-2,3.170924E-1
2.978852E1,-3.816151E-2,3.913522E-1,-2.765167E-2,3.170879E-1
2.982170E1,-3.837180E-2,3.922283E-1,-2.764901E-2,3.170854E-1
2.985487E1,-3.834042E-2,3.922092E-1,-2.764545E-2,3.170821E-1
2.988804E1,-3.806298E-2,3.914502E-1,-2.764416E-2,3.170803E-1
2.992121E1,-3.825828E-2,3.920979E-1,-2.764350E-2,3.170772E-1
2.995438E1,-3.808327E-2,3.913874E-1,-2.764350E-2,3.170772E-1
2.998756E1,-3.828735E-2,3.921383E-1,-2.764350E-2,3.170772E-1
3.002073E1,-3.827463E-2,3.921180E-1,-2.764062E-2,3.170786E-1
3.005390E1,-3.802656E-2,3.915059E-1,-2.764099E-2,3.170843E-1
3.008707E1,-3.824256E-2,3.920188E-1,-2.764099E-2,3.170843E-1
3.012024E1,-3.806153E-2,3.914301E-1,-2.764099E-2,3.170843E-1
3.015342E1,-3.827522E-2,3.920896E-1,-2.759484E-2,3.170439E-1
3.018659E1,-3.826403E-2,3.921039E-1,-2.760249E-2,3.170496E-1
3.021976E1,-3.808227E-2,3.914538E-1,-2.760606E-2,3.170557E-1
3.025293E1,-3.825794E-2,3.920810E-1,-2.760885E-2,3.170620E-1
3.028611E1,-3.808939E-2,3.914125E-1,-2.760960E-2,3.170659E-1
3.031928E1,-3.828161E-2,3.921046E-1,-2.761001E-2,3.170687E-1
3.035245E1,-3.810051E-2,3.914517E-1,-2.761001E-2,3.170687E-1
3.038562E1,-3.816489E-2,3.918161E-1,-2.761001E-2,3.170687E-1
3.041879E1,-3.822685E-2,3.918124E-1,-2.761133E-2,3.170685E-1
3.045197E1,-3.806686E-2,3.915406E-1,-2.760948E-2,3.170682E-1
3.048514E1,-3.823886E-2,3.918212E-1,-2.765323E-2,3.171094E-1
3.051831E1,-3.795262E-2,3.916632E-1,-2.757517E-2,3.171047E-1
3.055148E1,-3.796360E-2,3.916311E-1,-2.765534E-2,3.170411E-1
3.058465E1,-3.796560E-2,3.916237E-1,-2.765607E-2,3.170628E-1
3.061783E1,-3.798316E-2,3.916135E-1,-2.766286E-2,3.170832E-1
3.065100E1,-3.799931E-2,3.916179E-1,-2.766617E-2,3.171024E-1
3.068417E1,-3.800896E-2,3.916264E-1,-2.766696E-2,3.171205E-1
3.071734E1,-3.828618E-2,3.918769E-1,-2.766378E-2,3.171329E-1
3.075051E1,-3.829711E-2,3.917812E-1,-2.766371E-2,3.171354E-1
3.078369E1,-3.829816E-2,3.917085E-1,-2.766371E-2,3.171354E-1
3.081686E1,-3.829437E-2,3.916525E-1,-2.766371E-2,3.171354E-1
3.085003E1,-3.827807E-2,3.916120E-1,-2.766371E-2,3.171354E-1
3.088320E1,-3.826807E-2,3.915945E-1,-2.766517E-2,3.171354E-1
3.091637E1,-3.825718E-2,3.915856E-1,-2.766320E-2,3.171453E-1
3.094955E1,-3.824905E-2,3.915503E-1,-2.766562E-2,3.171428E-1
3.098272E1,-3.816818E-2,3.913851E-1,-2.766619E-2,3.171410E-1
3.101589E1,-3.826184E-2,3.920738E-1,-2.766671E-2,3.171392E-1
3.104906E1,-3.800579E-2,3.913512E-1,-2.766673E-2,3.171376E-1
3.108224E1,-3.800440E-2,3.913836E-1,-2.766558E-2,3.171361E-1
3.111541E1,-3.799460E-2,3.913635E-1,-2.766558E-2,3.171361E-1
3.114858E1,-3.799733E-2,3.914012E-1,-2.766558E-2,3.171361E-1
3.118175E1,-3.800040E-2,3.914088E-1,-2.766630E-2,3.171259E-1
3.121492E1,-3.801161E-2,3.914219E-1,-2.766492E-2,3.171286E-1
3.124810E1,-3.801739E-2,3.914248E-1,-2.766492E-2,3.171286E-1
3.128127E1,-3.802481E-2,3.914310E-1,-2.766492E-2,3.171286E-1
3.131444E1,-3.800142E-2,3.914191E-1,-2.766492E-2,3.171286E-1
3.134761E1,-3.801006E-2,3.914300E-1,-2.766492E-2,3.171286E-1
3.138078E1,-3.801727E-2,3.914318E-1,-2.766492E-2,3.171286E-1
3.141396E1,-3.828047E-2,3.917623E-1,-2.766492E-2,3.171286E-1
3.144713E1,-3.824551E-2,3.920288E-1,-2.766492E-2,3.171286E-1
3.148030E1,-3.823830E-2,3.920673E-1,-2.766492E-2,3.171286E-1
3.151347E1,-3.823596E-2,3.920237E-1,-2.766492E-2,3.171286E-1
3.154664E1,-3.813285E-2,3.913714E-1,-2.766492E-2,3.171286E-1
3.157982E1,-3.825270E-2,3.920203E-1,-2.766492E-2,3.171286E-1
3.161299E1,-3.812352E-2,3.913698E-1,-2.766492E-2,3.171286E-1
3.164616E1,-3.823608E-2,3.920115E-1,-2.766492E-2,3.171286E-1
3.167933E1,-3.809995E-2,3.913775E-1,-2.766492E-2,3.171286E-1
3.171250E1,-3.822195E-2,3.919942E-1,-2.766492E-2,3.171286E-1
3.174568E1,-3.814492E-2,3.918678E-1,-2.766492E-2,3.171286E-1
3.177885E1,-3.805585E-2,3.914581E-1,-2.766492E-2,3.171286E-1
3.181202E1,-3.815156E-2,3.918735E-1,-2.766492E-2,3.171286E-1
3.184519E1,-3.804945E-2,3.914446E-1,-2.766492E-2,3.171286E-1
3.187836E1,-3.816052E-2,3.918859E-1,-2.766492E-2,3.171286E-1
3.191154E1,-3.804725E-2,3.914385E-1,-2.766492E-2,3.171286E-1
3.194471E1,-3.815715E-2,3.918811E-1,-2.766492E-2,3.171286E-1
3.197788E1,-3.813434E-2,3.918541E-1,-2.766492E-2,3.171286E-1
3.201105E1,-3.803963E-2,3.914769E-1,-2.766492E-2,3.171286E-1
3.204423E1,-3.814480E-2,3.918656E-1,-2.766492E-2,3.171286E-1
3.207740E1,-3.807346E-2,3.916609E-1,-2.766492E-2,3.171286E-1
3.211057E1,-3.811880E-2,3.916188E-1,-2.766492E-2,3.171286E-1
3.214374E1,-3.811944E-2,3.915858E-1,-2.766492E-2,3.171286E-1
3.217691E1,-3.811987E-2,3.915669E-1,-2.766492E-2,3.171286E-1
3.221009E1,-3.813284E-2,3.916933E-1,-2.756678E-2,3.174957E-1
3.224326E1,-3.833537E-2,3.917887E-1,-2.846771E-2,3.174175E-1
3.227643E1,-3.837287E-2,3.917828E-1,-3.014465E-2,3.168741E-1
3.230960E1,-3.853253E-2,3.918273E-1,-3.121656E-2,3.169721E-1
3.234277E1,-3.853003E-2,3.916186E-1,-3.300534E-2,3.171793E-1
3.237595E1,-3.833722E-2,3.921213E-1,-3.486567E-2,3.170794E-1
3.240912E1,-3.870715E-2,3.921819E-1,-3.602162E-2,3.172178E-1
3.244229E1,-3.881558E-2,3.923250E-1,-3.778971E-2,3.174329E-1
3.247546E1,-3.902808E-2,3.924735E-1,-3.930750E-2,3.173714E-1
3.250863E1,-3.908344E-2,3.923620E-1,-4.117045E-2,3.175002E-1
3.254181E1,-3.908750E-2,3.921938E-1,-4.259099E-2,3.175962E-1
3.257498E1,-3.923251E-2,3.925690E-1,-4.463942E-2,3.183377E-1
3.260815E1,-3.919213E-2,3.926544E-1,-4.597134E-2,3.184628E-1
3.264132E1,-3.909820E-2,3.926107E-1,-4.813924E-2,3.193999E-1
3.267449E1,-3.909271E-2,3.926960E-1,-4.951301E-2,3.195584E-1
3.270767E1,-3.881126E-2,3.926518E-1,-5.085667E-2,3.197470E-1
3.274084E1,-3.895839E-2,3.925445E-1,-5.274513E-2,3.207234E-1
3.277401E1,-3.893377E-2,3.926202E-1,-5.405764E-2,3.208402E-1
3.280718E1,-3.895661E-2,3.926506E-1,-5.614163E-2,3.218914E-1
3.284036E1,-3.905243E-2,3.927076E-1,-5.739616E-2,3.221399E-1
3.287353E1,-3.886980E-2,3.928611E-1,-5.871720E-2,3.230322E-1
3.290670E1,-3.908103E-2,3.931994E-1,-5.988842E-2,3.232732E-1
3.293987E1,-3.885379E-2,3.936565E-1,-6.187974E-2,3.243267E-1
3.297304E1,-3.887719E-2,3.935975E-1,-6.313447E-2,3.252741E-1
3.300622E1,-3.887453E-2,3.937581E-1,-6.439340E-2,3.255334E-1
3.303939E1,-3.906920E-2,3.935901E-1,-6.557176E-2,3.265031E-1
3.307256E1,-3.880299E-2,3.938786E-1,-6.672165E-2,3.267489E-1
3.310573E1,-3.887384E-2,3.939371E-1,-6.801695E-2,3.278331E-1
3.313890E1,-3.900383E-2,3.943747E-1,-6.916586E-2,3.288449E-1
3.317208E1,-3.903640E-2,3.945735E-1,-7.019626E-2,3.298189E-1
3.320525E1,-3.876087E-2,3.948624E-1,-7.136340E-2,3.309627E-1
3.323842E1,-3.876352E-2,3.950150E-1,-7.252473E-2,3.313502E-1
3.327159E1,-3.871826E-2,3.950395E-1,-7.372137E-2,3.324068E-1
3.330476E1,-3.883927E-2,3.953784E-1,-7.477020E-2,3.334205E-1
3.333794E1,-3.875115E-2,3.954915E-1,-7.594359E-2,3.345904E-1
3.337111E1,-3.881074E-2,3.954325E-1,-7.701958E-2,3.356490E-1
3.340428E1,-3.867965E-2,3.958633E-1,-7.804778E-2,3.359891E-1
3.343745E1,-3.833345E-2,3.958818E-1,-7.916666E-2,3.370672E-1
3.347062E1,-3.818901E-2,3.960502E-1,-8.025981E-2,3.381032E-1
3.350380E1,-3.811773E-2,3.960660E-1,-8.063180E-2,3.392679E-1
3.353697E1,-3.809211E-2,3.960154E-1,-8.170166E-2,3.403869E-1
3.357014E1,-3.783335E-2,3.962332E-1,-8.271416E-2,3.414350E-1
3.360331E1,-3.790606E-2,3.961741E-1,-8.375070E-2,3.425999E-1
3.363648E1,-3.771049E-2,3.963343E-1,-8.486277E-2,3.438208E-1
3.366966E1,-3.786801E-2,3.964964E-1,-8.514772E-2,3.441679E-1
3.370283E1,-3.782097E-2,3.964844E-1,-8.614471E-2,3.451635E-1
3.373600E1,-3.700900E-2,3.960353E-1,-8.715374E-2,3.462933E-1
3.376917E1,-3.767156E-2,3.965699E-1,-8.744969E-2,3.473387E-1
3.380235E1,-3.712242E-2,3.964918E-1,-8.832524E-2,3.485633E-1
3.383552E1,-3.682720E-2,3.966847E-1,-8.869719E-2,3.495886E-1
3.386869E1,-3.687027E-2,3.966663E-1,-8.952738E-2,3.507611E-1
3.390186E1,-3.676972E-2,3.968000E-1,-8.986588E-2,3.519255E-1
3.393503E1,-3.676982E-2,3.967782E-1,-9.072926E-2,3.522560E-1
3.396821E1,-3.665541E-2,3.968642E-1,-9.108227E-2,3.533323E-1
3.400138E1,-3.651724E-2,3.969425E-1,-9.184629E-2,3.543466E-1
3.403455E1,-3.651886E-2,3.968723E-1,-9.221349E-2,3.555424E-1
3.406772E1,-3.638544E-2,3.969472E-1,-9.305610E-2,3.565034E-1
3.410089E1,-3.655818E-2,3.968797E-1,-9.333879E-2,3.568817E-1
3.413407E1,-3.687218E-2,3.968828E-1,-9.411755E-2,3.578015E-1
3.416724E1,-3.683395E-2,3.970671E-1,-9.446878E-2,3.588836E-1
3.420041E1,-3.698057E-2,3.967444E-1,-9.516020E-2,3.599914E-1
3.423358E1,-3.693109E-2,3.971598E-1,-9.553257E-2,3.602489E-1
3.426675E1,-3.647218E-2,3.970924E-1,-9.571304E-2,3.613570E-1
3.429993E1,-3.675549E-2,3.971882E-1,-9.649441E-2,3.622940E-1
3.433310E1,-3.670538E-2,3.973181E-1,-9.661176E-2,3.635120E-1
3.436627E1,-3.683985E-2,3.969189E-1,-9.739803E-2,3.637621E-1
3.439944E1,-3.654040E-2,3.969468E-1,-9.774341E-2,3.648661E-1
3.443261E1,-3.660568E-2,3.968537E-1,-9.784967E-2,3.658862E-1
3.446579E1,-3.659392E-2,3.968797E-1,-9.788426E-2,3.669713E-1
3.449896E1,-3.663985E-2,3.968660E-1,-9.865509E-2,3.681340E-1
3.453213E1,-3.668239E-2,3.969284E-1,-9.886524E-2,3.683947E-1
3.456530E1,-3.663995E-2,3.968940E-1,-9.891879E-2,3.694600E-1
3.459848E1,-3.658382E-2,3.970289E-1,-9.901871E-2,3.704364E-1
3.463165E1,-3.643155E-2,3.971872E-1,-9.982228E-2,3.715414E-1
3.466482E1,-3.672553E-2,3.970676E-1,-9.990276E-2,3.718953E-1
3.469799E1,-3.639538E-2,3.971751E-1,-1.001034E-1,3.728502E-1
3.473116E1,-3.646964E-2,3.971972E-1,-1.001250E-1,3.738951E-1
3.476434E1,-3.640350E-2,3.971468E-1,-1.009086E-1,3.741487E-1
3.479751E1,-3.635187E-2,3.971975E-1,-1.008521E-1,3.752243E-1
3.483068E1,-3.621151E-2,3.974693E-1,-1.009294E-1,3.762457E-1
3.486385E1,-3.647596E-2,3.975478E-1,-1.012001E-1,3.773025E-1
3.489702E1,-3.632558E-2,3.976830E-1,-1.011993E-1,3.776663E-1
3.493020E1,-3.654528E-2,3.974825E-1,-1.013104E-1,3.784939E-1
3.496337E1,-3.711774E-2,3.973393E-1,-1.020417E-1,3.787414E-1
3.499654E1,-3.735662E-2,3.973878E-1,-1.023194E-1,3.789312E-1
3.502971E1,-3.728563E-2,3.974535E-1,-1.023888E-1,3.798120E-1
3.506288E1,-3.724627E-2,3.972016E-1,-1.024699E-1,3.808698E-1
3.509606E1,-3.704243E-2,3.973981E-1,-1.030350E-1,3.810914E-1
3.512923E1,-3.681498E-2,3.974487E-1,-1.030300E-1,3.819870E-1
3.516240E1,-3.682972E-2,3.976042E-1,-1.031557E-1,3.823005E-1
